protein_id,gene_symbol,taxon_id,taxon_label,term_id,term_label,term_description,term_ontology,evidence_type,negated,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_proposed_replacement_terms,review_additional_reference_ids
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005248,voltage-gated sodium channel activity,,,ISS,,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,"Another annotation for the core molecular function with ISS evidence based on sequence similarity. This provides additional computational support for the voltage-gated sodium channel activity, which is highly conserved across orthologs.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,,,ISS,,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,"Duplicate annotation for the same specialized function with ISS evidence. This provides additional computational support for SCN1A role in pain perception through controlling somatosensory neuron excitability, as mentioned in UniProt.",KEEP_AS_NON_CORE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0030018,Z disc,,,ISS,,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,"Duplicate annotation for muscle-specific Z disc localization with ISS evidence. Like the previous annotation, this is inappropriate for SCN1A (Nav1.1) which is predominantly neuronal. Z discs are structures in striated muscle not relevant to Nav1.1 function.",REMOVE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005248,voltage-gated sodium channel activity,,,NAS,,PMID:10742094,"Mutations of SCN1A, encoding a neuronal sodium channel, in two families with GEFS+2.",,,"Another annotation for the core molecular function with NAS evidence from PMID:10742094, a study about SCN1A mutations in GEFS+2. This provides additional literature support for the voltage-gated sodium channel activity of SCN1A.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0006814,sodium ion transport,,,NAS,,PMID:10742094,"Mutations of SCN1A, encoding a neuronal sodium channel, in two families with GEFS+2.",,,"This annotation for the core biological process has NAS evidence from PMID:10742094. This provides additional literature support for SCN1A role in sodium ion transport, which is fundamental to its voltage-gated sodium channel function.",ACCEPT,,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Well-supported core molecular function - JAK1 is a non-receptor tyrosine kinase,ACCEPT,"This is JAK1's primary molecular function, extensively validated by biochemical and functional studies. The IBA evidence is supported by direct experimental evidence.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Core biological process - JAK1 is a central component of JAK-STAT signaling,ACCEPT,This is the canonical pathway mediated by JAK1. Essential for multiple cytokine receptor signaling cascades.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0019221,cytokine-mediated signaling pathway,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Core biological process - JAK1 mediates signaling for multiple cytokine families,ACCEPT,"JAK1 is required for Type I/II interferons, IL-6 family, and γc-dependent cytokines. This is a fundamental process for JAK1.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0035556,intracellular signal transduction,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Accurate but general biological process,KEEP_AS_NON_CORE,"While accurate, this is too general. More specific cytokine signaling terms better describe JAK1's function.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0030154,cell differentiation,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Valid downstream process mediated by JAK1-dependent cytokines,KEEP_AS_NON_CORE,"JAK1 regulates cell differentiation indirectly through cytokine signaling (e.g., lymphocyte development via IL-7), but this is a downstream consequence rather than core function.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005131,growth hormone receptor binding,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Specific receptor interaction supported by experimental evidence,KEEP_AS_NON_CORE,"JAK1 does bind growth hormone receptor, but this is one of many receptor interactions. Core function is broader tyrosine kinase activity.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004672,protein kinase activity,,,IEA,,GO_REF:0000002,Gene Ontology inferred from electronic annotation based on InterPro,,,Valid but less specific than protein tyrosine kinase activity,KEEP_AS_NON_CORE,Accurate but GO:0004715 (non-membrane spanning protein tyrosine kinase activity) is more specific and preferred.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IEA,,GO_REF:0000120,Gene Ontology inferred from electronic annotation (IEA),,,Core molecular function - accurate and specific,ACCEPT,This is JAK1's primary catalytic activity. Well-supported by extensive biochemical evidence.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005524,ATP binding,,,IEA,,GO_REF:0000120,Gene Ontology inferred from electronic annotation (IEA),,,Essential cofactor binding for kinase activity,ACCEPT,ATP binding is required for JAK1's tyrosine kinase activity. This is a core molecular function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0000166,nucleotide binding,,,IEA,,GO_REF:0000043,Gene Ontology inferred from electronic annotation based on UniProtKB keywords,,,Too general - ATP binding is more specific,MODIFY,"While accurate, GO:0005524 (ATP binding) is more specific for JAK1's kinase activity",,GO:0005524:ATP binding,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0016301,kinase activity,,,IEA,,GO_REF:0000043,Gene Ontology inferred from electronic annotation based on UniProtKB keywords,,,Valid but less specific than protein tyrosine kinase activity,KEEP_AS_NON_CORE,Accurate but too general. More specific tyrosine kinase terms are preferred.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0016740,transferase activity,,,IEA,,GO_REF:0000043,Gene Ontology inferred from electronic annotation based on UniProtKB keywords,,,Too general - represents broad enzyme class,REMOVE,This is overly general and doesn't provide useful functional information about JAK1's specific role as a tyrosine kinase.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0022407,regulation of cell-cell adhesion,,,IEA,,GO_REF:0000117,Gene Ontology inferred from electronic annotation based on ARBA,,,Downstream effect of JAK1 signaling in specific contexts,KEEP_AS_NON_CORE,"While JAK1 can influence cell adhesion through downstream signaling, this is context-specific and not a core function.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0046872,metal ion binding,,,IEA,,GO_REF:0000043,Gene Ontology inferred from electronic annotation based on UniProtKB keywords,,,General cofactor binding - not specific to JAK1 function,REMOVE,Too general and not informative about JAK1's specific biological role. Many proteins bind metal ions.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:16273093,A quantitative protein interaction network for the ErbB receptors using protein microarrays.,,,General interaction capability but uninformative per curation guidelines,MODIFY,"While JAK1 does bind proteins, this term lacks specificity. JAK1's receptor binding is more informative.",,GO:0005131:growth hormone receptor binding,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0031730,CCR5 chemokine receptor binding,,,IEA,,GO_REF:0000120,Gene Ontology inferred from electronic annotation (IEA),,,Specific receptor binding interaction,KEEP_AS_NON_CORE,"JAK1 can bind CCR5 chemokine receptor, but this is a specific interaction among many. Core function is broader tyrosine kinase activity.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0035771,interleukin-4-mediated signaling pathway,,,NAS,,PMID:12574355,Human activation-induced cytidine deaminase is induced by IL-4 and negatively regulated by CD45: implication of CD45 as a Janus kinase phosphatase in antibody diversification.,,,Specific cytokine pathway mediated by JAK1 supported by direct experimental evidence,ACCEPT,"PMID:12574355 demonstrates that IL-4 induces AID expression via ""IL-4-activated JAK1, JAK3, and STAT6 phosphorylations"" providing direct evidence for JAK1's essential role in IL-4 signaling.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0038111,interleukin-7-mediated signaling pathway,,,IDA,,PMID:29202461,IL-7-dependent STAT1 activation limits homeostatic CD4+ T cell expansion.,,,Critical cytokine pathway for lymphocyte development,ACCEPT,"JAK1 is essential for IL-7 signaling, which is crucial for T-cell and B-cell development. Core pathway for JAK1.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0072540,T-helper 17 cell lineage commitment,,,TAS,,PMID:27893700,Trans-presentation of IL-6 by dendritic cells is required for the priming of pathogenic T(H)17 cells.,,,Downstream differentiation process mediated by JAK1,KEEP_AS_NON_CORE,"JAK1 contributes to Th17 differentiation through cytokine signaling, but this is a downstream consequence rather than core function.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0006357,regulation of transcription by RNA polymerase II,,,IDA,,PMID:28753426,Methyltransferase SETD2-Mediated Methylation of STAT1 Is Critical for Interferon Antiviral Activity.,,,Downstream transcriptional effect of JAK1 signaling,KEEP_AS_NON_CORE,"JAK1 regulates transcription indirectly through STAT activation, but the core function is tyrosine kinase activity.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:1900182,positive regulation of protein localization to nucleus,,,IDA,,PMID:26479788,PARP9-DTX3L ubiquitin ligase targets host histone H2BJ and viral 3C protease to enhance interferon signaling and control viral infection.,,,Nuclear translocation regulation through JAK1 signaling,KEEP_AS_NON_CORE,"JAK1 promotes STAT nuclear translocation, but this is a consequence of its kinase activity.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0060337,type I interferon-mediated signaling pathway,,,IMP,,PMID:23391734,STAT2 deficiency and susceptibility to viral illness in humans.,,,Core cytokine pathway - JAK1 essential for Type I IFN responses,ACCEPT,Type I interferon signaling is absolutely dependent on JAK1. This is a core biological process for JAK1.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0035723,interleukin-15-mediated signaling pathway,,,IDA,,PMID:7568001,"Tyrosine phosphorylation and activation of STAT5, STAT3, and Janus kinases by interleukins 2 and 15.",,,Specific γc-dependent cytokine pathway mediated by JAK1,ACCEPT,IL-15 signaling through γc receptor requires JAK1. Core cytokine pathway function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0038110,interleukin-2-mediated signaling pathway,,,IDA,,PMID:7568005,"Critical role of the interleukin 2 (IL-2) receptor gamma-chain-associated Jak3 in the IL-2-induced c-fos and c-myc, but not bcl-2, gene induction.",,,Core γc-dependent cytokine pathway requiring JAK1,ACCEPT,IL-2 is a prototypical γc cytokine requiring JAK1 for signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0038154,interleukin-11-mediated signaling pathway,,,IDA,,PMID:28781374,IL-11 induces differentiation of myeloid-derived suppressor cells through activation of STAT3 signalling pathway.,,,gp130-dependent cytokine pathway mediated by JAK1,ACCEPT,IL-11 signals through gp130 receptor and requires JAK1. Core IL-6 family cytokine function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0140105,interleukin-10-mediated signaling pathway,,,IDA,,PMID:7543512,IL-10 induces the tyrosine phosphorylation of tyk2 and Jak1 and the differential assembly of STAT1 alpha and STAT3 complexes in human T cells and monocytes.,,,IL-10 cytokine signaling pathway requiring JAK1,ACCEPT,IL-10 signaling requires JAK1 for STAT activation. Core anti-inflammatory cytokine pathway.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0038113,interleukin-9-mediated signaling pathway,,,IDA,,PMID:9535918,Heteromerization of the gammac chain with the interleukin-9 receptor alpha subunit leads to STAT activation and prevention of apoptosis.,,,γc-dependent cytokine pathway mediated by JAK1,ACCEPT,IL-9 signals through γc receptor and requires JAK1. Core cytokine signaling function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0006468,protein phosphorylation,,,IMP,,PMID:28111307,JAK1 gain-of-function causes an autosomal dominant immune dysregulatory and hypereosinophilic syndrome.,,,Core catalytic activity of JAK1 as a tyrosine kinase,ACCEPT,Protein phosphorylation is the fundamental enzymatic activity of JAK1. Core molecular function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0031625,ubiquitin protein ligase binding,,,IPI,,PMID:24882218,Unanchored K48-linked polyubiquitin synthesized by the E3-ubiquitin ligase TRIM6 stimulates the interferon-IKKε kinase-mediated antiviral response.,,,Regulatory interaction for JAK1 degradation control,KEEP_AS_NON_CORE,"JAK1 binds ubiquitin ligases for regulation, but this is regulatory rather than core function.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0034112,positive regulation of homotypic cell-cell adhesion,,,IMP,,PMID:21679692,The tight junction protein ZO-2 and Janus kinase 1 mediate intercellular communications in vascular smooth muscle cells.,,,Downstream cellular effect of JAK1 signaling,KEEP_AS_NON_CORE,Cell adhesion regulation is a downstream consequence of JAK1 signaling in specific contexts.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0019903,protein phosphatase binding,,,IPI,,PMID:11909529,The T cell protein tyrosine phosphatase is a negative regulator of janus family kinases 1 and 3.,,,Regulatory interaction for JAK1 activity control,KEEP_AS_NON_CORE,Phosphatase binding regulates JAK1 activity but is not the core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0046677,response to antibiotic,,,IDA,,PMID:16280321,The heat shock protein 90-CDC37 chaperone complex is required for signaling by types I and II interferons.,,,Context-specific response mediated through JAK1 signaling,KEEP_AS_NON_CORE,Antibiotic response is context-specific and not representative of JAK1's core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0019221,cytokine-mediated signaling pathway,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Duplicate annotation - cytokine-mediated signaling,ACCEPT,"Valid annotation for JAK1's role in cytokine signaling, even though duplicated.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,IEA,,GO_REF:0000120,Gene Ontology inferred from electronic annotation (IEA),,,Duplicate annotation - non-membrane spanning kinase,ACCEPT,"Valid annotation for JAK1's kinase activity, even though duplicated.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0035556,intracellular signal transduction,,,IEA,,GO_REF:0000002,Gene Ontology inferred from electronic annotation based on InterPro,,,Duplicate annotation - intracellular signal transduction,ACCEPT,"Valid annotation for JAK1's signaling function, even though duplicated.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IEA,,GO_REF:0000117,Gene Ontology inferred from electronic annotation based on ARBA,,,Duplicate annotation - JAK-STAT pathway,ACCEPT,"Valid annotation for JAK1's role in JAK-STAT signaling, even though duplicated.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0019221,cytokine-mediated signaling pathway,,,IEA,,GO_REF:0000117,Gene Ontology inferred from electronic annotation based on ARBA,,,Duplicate annotation - cytokine signaling,ACCEPT,"Valid annotation for JAK1's cytokine signaling role, even though duplicated.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:16710296,UBP43 is a novel regulator of interferon signaling independent of its ISG15 isopeptidase activity.,,,UBP43 direct binding interaction confirmed by experimental evidence,REMOVE,"PMID:16710296 demonstrates that ""Ubp43 specifically binds to the IFNAR2 receptor subunit and inhibits the activity of receptor-associated JAK1."" While this shows direct binding, generic protein binding annotations are removed per GO curation guidelines in favor of more specific functional terms.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:21220115,"Structural snapshots of full-length Jak1, a transmembrane gp130/IL-6/IL-6Rα cytokine receptor complex, and the receptor-Jak1 holocomplex.",,,IL-6 receptor complex binding - structural study,MODIFY,This shows JAK1 binding to gp130/IL-6 receptor complex. Better captured as cytokine receptor binding.,,GO:0005126:cytokine receptor binding,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:25065853,Drug resistance via feedback activation of Stat3 in oncogene-addicted cancer cells.,,,STAT3 binding in drug resistance context,REMOVE,Drug resistance study showing feedback activation. Not informative for normal JAK1 function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:26175413,"CHZ868, a Type II JAK2 Inhibitor, Reverses Type I JAK Inhibitor Persistence and Demonstrates Efficacy in Myeloproliferative Neoplasms.",,,JAK2 interaction in JAK inhibitor study,REMOVE,"JAK inhibitor drug study, not informative for normal JAK1 function.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:28514442,Architecture of the human interactome defines protein communities and disease networks.,,,Large-scale interactome study,REMOVE,"General proteome-wide interactome study, uninformative generic protein binding.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:32953130,SARS-CoV-2 N protein antagonizes type I interferon signaling by suppressing phosphorylation and nuclear translocation of STAT1 and STAT2.,,,SARS-CoV-2 N protein interaction,KEEP_AS_NON_CORE,"Shows viral protein antagonizing JAK1 function, relevant for understanding viral immune evasion.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:33961781,Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.,,,Dual proteome-scale network study,REMOVE,"Large-scale proteome study, uninformative generic protein binding.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:34521819,INVALID: Cannot retrieve from PubMed (possibly replaced or retracted),,,Invalid PMID - cannot retrieve,REMOVE,"PMID appears to be invalid or retracted, cannot verify interaction.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:34950606,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Membrane (M) and Spike (S) Proteins Antagonize Host Type I Interferon Response.,,,SARS-CoV-2 protein interactions,REMOVE,"Duplicate viral antagonism study, already covered by PMID:32953130.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:35512704,Systematic discovery of mutation-directed neo-protein-protein interactions in cancer.,,,Cancer mutation-directed interactions,REMOVE,"Mutation-specific interactions in cancer, not representative of normal JAK1 function.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005131,growth hormone receptor binding,,,IEA,,GO_REF:0000120,Gene Ontology inferred from electronic annotation (IEA),,,Duplicate annotation - growth hormone receptor binding,ACCEPT,"Valid annotation for JAK1's receptor binding, even though duplicated.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0019221,cytokine-mediated signaling pathway,,,TAS,,Reactome:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,,,Duplicate annotation from Reactome,ACCEPT,"Valid annotation from Reactome pathway analysis, even though duplicated.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,TAS,,Reactome:R-HSA-1112602,"Tyrosine phosphorylation of STAT1, STAT3 by IL6 receptor",,,Duplicate Reactome annotation - IL6 receptor signaling,ACCEPT,Valid annotation from Reactome for JAK1's role in IL-6 signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,TAS,,Reactome:R-HSA-1112703,PTPN11 is phosphorylated,,,Duplicate Reactome annotation - PTPN11 phosphorylation,ACCEPT,Valid annotation from Reactome for JAK1's kinase activity.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,TAS,,Reactome:R-HSA-6786095,"JAK1 phosphorylates STAT3,STAT6",,,Duplicate Reactome annotation - STAT3/STAT6 phosphorylation,ACCEPT,Valid annotation from Reactome for JAK1's role in STAT phosphorylation.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,TAS,,Reactome:R-HSA-6786096,"IL4R, IL2RG, JAK1 in IL4-bound IL4R1:JAK1 are phosphorylated",,,Duplicate Reactome annotation - IL4R phosphorylation,ACCEPT,Valid annotation from Reactome for JAK1's role in IL-4 signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,EXP,,PMID:10825200,"Hierarchy of protein tyrosine kinases in interleukin-2 (IL-2) signaling: activation of syk depends on Jak3; however, neither Syk nor Lck is required for IL-2-mediated STAT activation.",,,IL-2 signaling hierarchy study,ACCEPT,Experimental evidence for JAK1's tyrosine kinase activity in IL-2 signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,EXP,,PMID:1386289,A protein tyrosine kinase in the interferon alpha/beta signaling pathway.,,,Early characterization of JAK1 in interferon signaling,ACCEPT,Foundational paper demonstrating JAK1's tyrosine kinase activity in IFN signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,EXP,,PMID:9446616,Interferon gamma activation of Raf-1 is Jak1-dependent and p21ras-independent.,,,IFN-gamma activation of Raf-1 via JAK1,ACCEPT,Experimental evidence for JAK1 kinase activity in IFN-gamma signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,TAS,,Reactome:R-HSA-452122,"JAK1 phosphorylates Y338, Y392 and Y510 of IL2RB",,,Reactome annotation - IL2RB phosphorylation,ACCEPT,Valid annotation from Reactome for JAK1's kinase activity in IL-2 signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,TAS,,Reactome:R-HSA-873924,Phosphorylation of IFNGR1 by JAK kinases,,,Reactome annotation - IFNGR1 phosphorylation,ACCEPT,Valid annotation from Reactome for JAK1's role in IFN-gamma signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,NAS,,PMID:12574355,Human activation-induced cytidine deaminase is induced by IL-4 and negatively regulated by CD45: implication of CD45 as a Janus kinase phosphatase in antibody diversification.,,,Duplicate JAK-STAT pathway annotation,ACCEPT,Valid annotation for JAK1's role in JAK-STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IDA,,PMID:8272873,Association and activation of Jak-Tyk kinases by CNTF-LIF-OSM-IL-6 beta receptor components.,,,JAK-Tyk kinases in IL-6 family signaling,ACCEPT,Direct evidence for JAK1 kinase activity in IL-6 family cytokine signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IDA,,PMID:8272873,Association and activation of Jak-Tyk kinases by CNTF-LIF-OSM-IL-6 beta receptor components.,,,Duplicate JAK-STAT annotation,ACCEPT,Valid annotation for JAK1's role in JAK-STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,TAS,,PMID:34813358,IFNAR1 and IFNAR2 play distinct roles in initiating type I interferon-induced JAK-STAT signaling and activating STATs.,,,IFNAR1/IFNAR2 distinct roles study,ACCEPT,Valid annotation for JAK1's kinase activity in interferon signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,IDA,,PMID:7657660,Phosphorylation and activation of the DNA binding activity of purified Stat1 by the Janus protein-tyrosine kinases and the epidermal growth factor receptor.,,,STAT1 phosphorylation by JAK1,ACCEPT,Valid annotation for JAK1's kinase activity.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,TAS,,PMID:8232552,The protein tyrosine kinase JAK1 complements defects in interferon-alpha/beta and -gamma signal transduction.,,,Core molecular function confirmed by foundational interferon signaling study,ACCEPT,"PMID:8232552 established that JAK1 is ""completely defective in interferon response"" when absent and ""complementation of this mutant with JAK1 restored the response,"" demonstrating JAK1's essential tyrosine kinase activity in interferon signaling.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,IDA,,PMID:8232552,The protein tyrosine kinase JAK1 complements defects in interferon-alpha/beta and -gamma signal transduction.,,,Duplicate annotation from key interferon paper,ACCEPT,Valid annotation from foundational JAK1 paper.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0006357,regulation of transcription by RNA polymerase II,,,IDA,,PMID:9020188,Stat2 is a transcriptional activator that requires sequence-specific contacts provided by stat1 and p48 for stable interaction with DNA.,,,STAT2 transcriptional activation,KEEP_AS_NON_CORE,JAK1 regulates transcription indirectly through STAT activation. Downstream effect.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IDA,,PMID:23139419,Identification of STAT2 serine 287 as a novel regulatory phosphorylation site in type I interferon-induced cellular responses.,,,STAT2 Ser287 phosphorylation in IFN signaling,ACCEPT,Valid annotation for JAK1's role in interferon signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IDA,,PMID:28753426,Methyltransferase SETD2-Mediated Methylation of STAT1 Is Critical for Interferon Antiviral Activity.,,,SETD2-mediated STAT1 methylation,ACCEPT,Valid annotation for JAK1's role in STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IDA,,PMID:7526154,Direct binding to and tyrosine phosphorylation of the alpha subunit of the type I interferon receptor by p135tyk2 tyrosine kinase.,,,TYK2 binding to IFN receptor,ACCEPT,Valid annotation for JAK1's role in interferon signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IDA,,PMID:7657660,Phosphorylation and activation of the DNA binding activity of purified Stat1 by the Janus protein-tyrosine kinases and the epidermal growth factor receptor.,,,Duplicate JAK-STAT annotation,ACCEPT,Valid annotation for JAK1's role in JAK-STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IDA,,PMID:7759950,Soluble and membrane-anchored forms of the human IFN-alpha/beta receptor.,,,Duplicate JAK-STAT annotation,ACCEPT,Valid annotation for JAK1's role in JAK-STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IDA,,PMID:8605876,Phosphorylated interferon-alpha receptor 1 subunit (IFNaR1) acts as a docking site for the latent form of the 113 kDa STAT2 protein.,,,Duplicate JAK-STAT annotation,ACCEPT,Valid annotation for JAK1's role in JAK-STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,TAS,,PMID:8232552,The protein tyrosine kinase JAK1 complements defects in interferon-alpha/beta and -gamma signal transduction.,,,Duplicate JAK-STAT annotation,ACCEPT,Valid annotation for JAK1's role in JAK-STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IDA,,PMID:8232552,The protein tyrosine kinase JAK1 complements defects in interferon-alpha/beta and -gamma signal transduction.,,,Duplicate JAK-STAT annotation,ACCEPT,Valid annotation for JAK1's role in JAK-STAT signaling.,,,
